Rank,cell_type,tissue,n_cells,Uber Score,Functional,Viability,Exosome,Mito Health,Rab Traffic,MDV,TNT,Adhesion,Metabolism,MV Form.,Shedding,Activation,Exosome_norm,Mito Health_norm,Rab Traffic_norm,MDV_norm,TNT_norm,Adhesion_norm,Metabolism_norm,MV Form._norm,Shedding_norm,Activation_norm,Viability
11,hematopoietic precursor cell,inguinal lymph node,1,0.5804900198459828,0.4025529965600774,0.9273306356595116,0.45144587755203247,0.06695396453142166,0.488582044839859,0.7491440773010254,0.45921993255615234,1.646677017211914,0.8119261860847473,0.4205789268016815,0.6477233171463013,0.7353339791297913,0.31902196035537694,0.09878466968639835,0.40642639435145383,0.9098643335163648,0.336933296982963,1.0,0.5771963749562183,0.3509923689563114,0.3367692263352627,0.3478679062265609,0.9273306356595116
12,classical monocyte,anterior segment of eyeball,1,0.5715917461231752,0.37275205809445117,0.884235175390348,0.7433038949966431,0.13541607558727264,0.4413745105266571,0.2534128725528717,0.7316433191299438,0.6862367391586304,0.8489694595336914,0.4842742085456848,0.9292963147163391,0.48961353302001953,0.5252684264334329,0.1997944765591768,0.3671568629395375,0.3077796933541485,0.5368124906030007,0.4167403394750345,0.6035303490510145,0.40414899760786854,0.48316679770313775,0.23162377834548645,0.884235175390348
13,intermediate monocyte,eye,4,0.5703092134174716,0.47403782521949195,0.7510416262346938,0.7847270369529724,0.29112911224365234,0.5337582230567932,0.38236841559410095,0.8069446682929993,0.7895637154579163,0.9079442024230957,0.7299174070358276,0.9051291346549988,0.6026705503463745,0.554540799065663,0.4295353290929751,0.4440061446046694,0.46440116681645804,0.5920616861236485,0.47948912094174556,0.645455352078551,0.6091494925487766,0.4706016139024066,0.2851081936149695,0.7510416262346938
14,classical monocyte,mesenteric lymph node,19,0.5694304730401092,0.444907681354988,0.761980703574707,0.703797459602356,0.2968961000442505,0.6576537489891052,0.2632368206977844,0.7333833575248718,0.6650189161300659,0.936103880405426,0.6047728061676025,0.7966349124908447,0.3827156722545624,0.4973505273167533,0.43804401097543805,0.5470684908631185,0.31971125672387213,0.5380891705372026,0.403855102839808,0.6654739994998314,0.5047105938743726,0.41419247393035347,0.18105310425725096,0.761980703574707
15,classical monocyte,eye,5,0.5629850852293125,0.4294167736673345,0.7692857683452812,0.6297814249992371,0.2546306550502777,0.4671652019023895,0.23156650364398956,0.8194606900215149,0.5817785859107971,1.2924259901046753,0.721347451210022,0.49537020921707153,0.2513018846511841,0.44504582894436234,0.37568507447185256,0.38861081896263633,0.28124643694952567,0.6012447902685966,0.3533046127623988,0.9187825311865917,0.6019974720706587,0.2575566413797784,0.11888456527991609,0.7692857683452812
16,monocyte,myometrium,1,0.5600562702636342,0.4492555486298624,0.694397661693442,0.713005781173706,0.1291234940290451,0.7055240273475647,0.4447232782840729,0.986274242401123,0.5505332946777344,0.9790529012680054,0.7404356002807617,1.3500643968582153,0.4139200747013092,0.5038577454470955,0.19051032744187535,0.5868893251228098,0.5401335490136391,0.7236372131580994,0.3343298588146173,0.69600635524185,0.6179274063454906,0.7019357345908702,0.19581511778074792,0.694397661693442
17,neutrophil,utricle of membranous labyrinth,6,0.5589152822262484,0.3960071114441248,0.7608822622003051,0.6131765246391296,0.14595620334148407,0.9629664421081543,0.1109808087348938,0.861208438873291,0.1509947031736374,1.0872455835342407,0.6179866194725037,0.8796548843383789,0.14773283898830414,0.4333116917469823,0.21534550547791356,0.8010424924144417,0.13479046638995978,0.6318754438291879,0.09169661177957984,0.7729202731215016,0.5157381260194166,0.45735684820770306,0.06988866941873777,0.7608822622003051
18,mast cell,crista ampullaris,1,0.5556863968155068,0.43847347166340556,0.7313922199575058,1.0541093349456787,0.3010225296020508,0.7478572130203247,0.45153379440307617,0.23870080709457397,1.3594316244125366,0.0,0.0,1.2063442468643188,0.5296876430511475,0.7449044130977004,0.4441321938590699,0.6221041354010504,0.5484051831321978,0.17513667030782623,0.8255605745407624,0.0,0.0,0.6272116626901204,0.2505818261796403,0.7313922199575058
19,mature NK T cell,buccal mucosa,3,0.5553243170727271,0.4384916299305838,0.7706224066340939,0.44171249866485596,0.4120819866657257,0.5089649558067322,0.45249250531196594,0.6132197380065918,1.0824230909347534,0.53544682264328,0.626523494720459,0.6177899241447449,0.49734196066856384,0.3121437014812314,0.6079906279094861,0.4233818946571768,0.5495695744536837,0.4499241723927684,0.6573378261922109,0.38064785975417165,0.5228625392408551,0.3212060293098164,0.23527990198566442,0.7706224066340939
20,neutrophil,stomach,367,0.5542404789289145,0.38055762981273344,0.8022993025241437,0.6394461393356323,0.1384969800710678,0.7735777497291565,0.07445443421602249,0.6932539939880371,0.46545544266700745,1.0030577182769775,0.7008018493652344,0.8003940582275391,0.2815994620323181,0.45187556483782204,0.20434007940580462,0.6434997333477187,0.09042777780391938,0.5086459390837416,0.2826634718295258,0.7130713219796266,0.5848512267321813,0.4161469575314774,0.1332175828018114,0.8022993025241437
